test_id,type,status,order_ok,order_error,onset_idx,onset_time_s,onset_value_N,min_force_idx,min_force_time_s,min_force_value_N,p1_idx,p1_time_s,p1_value_N,p2_idx,p2_time_s,p2_value_N,take_off_idx,take_off_time_s,take_off_value_N,landing_idx,landing_time_s,landing_value_N,key_points_count
699c481e8e59d198a5550846,cmj,ok,True,,1408,1.4021,8648.609623345865,1550,1.5435,2950.2643382458177,1980,1.9717,19758.503132042904,2287,2.2774,15947.079145726218,2386,2.376,328.8287717041758,2844,2.8321,305.78210299016655,6
699d5c818e59d198a555084a,cmj,ok,True,,1513,1.5097,7498.050650838574,1726,1.7222,1702.200422535807,2135,2.1303,14264.899710357337,,,,2310,2.3049,270.5504593416029,2618,2.6123,241.31045250182893,5
699d60208e59d198a555084b,cmj,ok,True,,928,1.0235,7635.783098309202,1117,1.2319,2166.9407351589934,1436,1.5838,14142.998034835942,1566,1.7271,14578.692297262696,1701,1.876,251.76358690864834,1994,2.1992,283.9097800775464,6
699d609d8e59d198a555084d,cmj,ok,True,,1028,1.2689,7403.072214919416,1174,1.4491,1963.756393857263,1512,1.8664,13433.381832187444,1694,2.091,13860.156526188915,1815,2.2404,275.93579272070474,2079,2.5662,282.93352238892186,6
699d62d58e59d198a555084f,cmj,ok,True,,1260,1.4121,7919.0457547390415,1449,1.6239,1741.033586617684,1634,1.8312,18668.815729057365,1822,2.0419,17053.152066337123,1933,2.1663,246.07191479613442,2397,2.6863,207.1795027173361,6
699d63418e59d198a5550850,cmj,ok,True,,485,0.4993,2705.0872718820738,488,0.5024,2702.9099374829057,1375,1.4157,14184.468166484583,2089,2.1508,15373.520344642684,2544,2.6192,119.95473070205614,2611,2.6882,113.14273185706486,6
699d63568e59d198a5550851,cmj,ok,True,,1433,1.582,2247.590478841271,1606,1.773,-468.6152670704143,1988,2.1947,14048.459062642392,,,,2055,2.2687,-136.5983784226258,2473,2.7302,115.03816166484619,5
699d67358e59d198a5550853,cmj,ok,True,,1301,1.4395,5944.489770191486,1410,1.5601,3327.6510878093522,1646,1.8212,13600.339774104275,1817,2.0104,16068.776830883811,2217,2.453,636.5383755654992,2267,2.5084,529.3802075659021,6
699d67518e59d198a5550854,cmj,ok,True,,1159,1.2645,6111.368910405254,1328,1.4489,3503.618889930081,1709,1.8646,16187.42678833368,1857,2.0261,695.7422531540731,2308,2.5181,643.3885868453633,2359,2.5738,618.4429324294348,6
699d67808e59d198a5550855,cmj,ok,True,,531,0.6108,6534.357139422752,635,0.7304,3333.9362755045267,1045,1.202,15632.426744294606,,,,1141,1.3124,660.214269390448,1746,2.0083,612.1628721943356,5
699d67928e59d198a5550856,cmj,ok,True,,1118,1.3965,2659.881115599469,1149,1.4352,259.11612190890463,1187,1.4826,641.0634589612139,,,,1195,1.4926,622.7897395232708,1599,1.9973,583.8015583318959,5
699d67e98e59d198a5550857,cmj,ok,True,,871,0.9992,5142.490530898079,972,1.115,3565.262985001826,1372,1.5739,13455.442508769967,1587,1.8205,13237.444439685374,2045,2.3459,607.3312092917301,2089,2.3964,588.1376281504523,6
699d68858e59d198a5550859,cmj,ok,True,,1882,1.8472,5925.704992152564,2117,2.0779,3754.8993606897766,2357,2.3134,16213.641258454732,3059,3.0024,786.7790729410849,3077,3.0201,629.9488339294528,3129,3.0711,626.50865713179,6
699d693b8e59d198a555085a,cmj,ok,True,,1246,1.2808,6157.311789700016,1485,1.5265,3001.5540408802376,1731,1.7794,17410.974030729816,2548,2.6192,21918.41700131011,2680,2.7549,2652.357078960926,2797,2.8752,2635.200006561221,6
699d69668e59d198a555085b,cmj,ok,True,,915,1.0512,7891.370319287183,1075,1.235,2162.9779107562504,1341,1.5406,15102.955933312987,1457,1.6739,14760.558278107295,1611,1.8508,778.7276242841525,2001,2.2989,742.0823619301187,6
699d69868e59d198a555085c,cmj,ok,True,,1513,1.5305,1636.0919591866525,1543,1.5608,-60.76897889901434,2071,2.0949,527.7758758151627,2222,2.2477,20537.746083471062,2376,2.4034,2043.6637536472242,2451,2.4793,2072.684951792423,6
699d69c78e59d198a555085d,cmj,ok,True,,1231,1.249,6142.170413188843,1494,1.5159,3663.388907968942,1822,1.8487,16160.50362485476,1929,1.9572,14545.009101425358,2066,2.0962,576.8329283241108,2672,2.7111,619.3065235276883,6
699d702b8e59d198a555087a,cmj,ok,True,,1308,1.4268,4767.410028486853,1418,1.5468,2417.044342192446,1610,1.7563,13475.696144372847,,,,1740,1.8981,452.5740523958547,2057,2.2439,460.1121492050235,5
699d70418e59d198a555087b,cmj,ok,True,,2185,2.46,4779.2221123304735,2269,2.5546,1550.1097051266768,2449,2.7573,12978.420166134025,,,,2564,2.8867,477.42010008168387,2805,3.1581,462.81162199709144,5
699d70478e59d198a555087c,cmj,ok,True,,2185,2.46,4779.2221123304735,2269,2.5546,1550.1097051266768,2449,2.7573,12978.420166134025,,,,2564,2.8867,477.42010008168387,2805,3.1581,462.81162199709144,5
699d70af8e59d198a555087d,cmj,ok,True,,869,0.9878,7682.316464230314,999,1.1355,-316.0330090075507,1272,1.4458,15545.81125575328,1514,1.7209,14285.04902400963,1599,1.8175,770.1131121681263,2017,2.2927,744.5042942322315,6
699d70cc8e59d198a555087e,cmj,ok,True,,939,1.0258,8048.272493109266,1179,1.2879,2210.5216600579593,1513,1.6528,14978.570316290828,1713,1.8713,14727.95792524416,2185,2.3869,323.29705302660113,2234,2.4404,295.05912202416175,6
699d711b8e59d198a555087f,cmj,ok,True,,1409,1.3978,9249.065232521827,1661,1.6478,5528.7411098501,2017,2.001,18193.03167598771,2818,2.7956,24414.510116371785,3121,3.0962,4712.146594950187,3217,3.1914,4731.393975252109,6
699d72d88e59d198a5550880,cmj,ok,True,,894,1.0141,8793.30140059997,1060,1.2024,5186.072277164432,1491,1.6912,16044.325529123791,1684,1.9102,15329.083133909251,2093,2.3741,332.82359519062993,2137,2.424,299.9060760186428,6
699d730d8e59d198a5550881,cmj,ok,True,,995,1.2198,8489.901707209905,1090,1.3362,3027.4615998756904,1254,1.5373,17980.289504159824,1473,1.8058,15461.503042210823,1558,1.91,877.4992791446223,1891,2.3182,860.6336264159524,6
699d7a228e59d198a5550885,cmj,ok,True,,1347,1.5312,8050.9010135453655,1500,1.7051,7840.395526922935,2368,2.6918,14833.476454820688,2529,2.8749,14176.732285099537,2902,3.2989,315.8398638758547,2945,3.3478,284.14586021430426,6
699d7a5c8e59d198a5550886,cmj,ok,True,,1290,1.4273,8045.93357701203,1501,1.6608,6026.590162411613,1624,1.7969,6940.202492790453,2035,2.2516,14042.903413640503,2371,2.6234,318.4396945362855,2420,2.6776,316.9708769225499,6
699d7a7c8e59d198a5550887,cmj,ok,True,,1229,1.2503,7969.763960846848,1249,1.2706,7943.789381294033,2255,2.294,14839.25396381389,2398,2.4395,14457.376628031021,2774,2.822,318.47173768785797,2824,2.8729,311.77131811001215,6
699d89758e59d198a555088b,cmj,ok,True,,1534,1.5402,6005.932132542656,1708,1.7149,857.519388454975,1946,1.9538,11649.407283054972,2218,2.2269,14165.347184073975,2324,2.3333,944.2119016852726,2862,2.8735,842.202748553742,6
699d89948e59d198a555088c,cmj,ok,True,,1443,1.4284,5960.660091646363,1594,1.5779,1737.303611895444,1876,1.8571,12236.211722009022,2157,2.1352,13908.492361347437,2739,2.7113,623.7797969204541,2791,2.7628,562.5056683749375,6
699d8b618e59d198a555089c,cmj,ok,True,,1882,1.8782,5631.276610794821,2012,2.008,3244.745878968182,2321,2.3164,14318.854274501542,,,,2511,2.506,835.3826285949206,2905,2.8992,861.8257377410646,5
699d8b6f8e59d198a555089d,cmj,ok,True,,1723,1.7124,5715.452558724579,1858,1.8465,2943.089332539726,2142,2.1288,14781.548239608936,,,,2327,2.3126,881.8411441672204,2735,2.7181,875.1407017500455,5
699d8eaf8e59d198a55508a2,cmj,ok,True,,1963,1.9528,7227.054894598153,2151,2.1399,2102.1331408036276,2476,2.4632,14703.791448761514,2604,2.5905,14428.797458901927,2740,2.7258,284.98310427497177,3107,3.0909,284.13913367937556,6
699d90dd8e59d198a55508a3,cmj,ok,True,,1426,1.4178,6319.951349544714,1528,1.5192,837.8040791243827,1732,1.722,22516.24955182855,,,,1900,1.889,225.2139710332922,1955,1.9437,268.1679526019648,5
699d916b8e59d198a55508a4,cmj,ok,True,,1890,1.8798,6679.482143572906,2015,2.0042,757.4986653924733,2286,2.2737,18518.858139951935,,,,2491,2.4776,231.87540802311796,2549,2.5353,278.05355956529655,5
699d92ed8e59d198a55508a8,cmj,ok,True,,1610,1.5939,5791.86094947873,1829,1.8107,2644.606840627928,2087,2.0662,14933.814381978587,2894,2.8651,15841.047407395998,3094,3.0631,2816.0350375696667,3194,3.1621,2807.1797805755823,6
699d93098e59d198a55508a9,cmj,ok,True,,1628,1.6251,5934.4345971799485,1800,1.7968,2444.0336433252714,2040,2.0363,16488.127871284363,2829,2.8239,16725.782650441142,3061,3.0555,1229.2548989323932,3144,3.1383,1228.5583372190508,6
699d93168e59d198a55508aa,cmj,ok,True,,498,0.4994,5761.263669206163,713,0.715,2394.517153984934,948,0.9506,15771.193795748446,1752,1.7568,16114.60414340161,1988,1.9934,1350.509792947068,2058,2.0636,1358.4357087930073,6
699d93318e59d198a55508ab,cmj,ok,True,,1914,1.9148,5882.410343749499,2005,2.0058,3781.557608403585,2047,2.0478,4116.0922863996175,2337,2.3379,16007.812749700293,2536,2.537,226.5108404321444,2588,2.589,243.51572703264608,6
699ea4b731a30c1a20992f70,cmj,ok,True,,504,0.4999,456.14095845803604,559,0.5544,434.38586787200643,1528,1.5155,10353.428181993868,2453,2.433,23795.85785258906,2822,2.7989,225.9804620903924,2840,2.8168,221.4218736949827,6
699ea68431a30c1a20992f71,cmj,ok,True,,504,0.4999,456.14095845803604,559,0.5544,434.38586787200643,1528,1.5155,10353.428181993868,2453,2.433,23795.85785258906,2822,2.7989,225.9804620903924,2840,2.8168,221.4218736949827,6
699eacb531a30c1a20992f72,cmj,ok,True,,1451,1.4408,6618.30537339172,1627,1.6156,4239.87462336927,1823,1.8102,8200.30498176936,2169,2.1538,16101.107244866354,2277,2.261,690.7029016390654,2723,2.7039,684.5862062807427,6
699eace031a30c1a20992f73,cmj,ok,True,,2006,1.9984,6589.013595059334,2105,2.097,1697.302883189631,2401,2.3919,16610.568931907957,,,,2602,2.5921,678.4573163488278,2994,2.9826,673.9563462651507,5
699ead0b31a30c1a20992f74,cmj,ok,True,,1386,1.3657,6532.671985402421,1494,1.4721,1588.7923547738271,1923,1.8948,16835.690372934314,,,,2043,2.0131,631.4601471103754,2452,2.4161,630.3921830030417,5
699ead2431a30c1a20992f75,cmj,ok,True,,1672,1.6403,6333.06785876324,1769,1.7354,859.1264591505599,2080,2.0405,17122.42847204908,,,,2235,2.1926,673.0683079576951,2685,2.6341,601.4147797807602,5
699eadac31a30c1a20992f78,cmj,ok,True,,1997,1.9918,5943.960377589842,2152,2.1464,4067.717933023406,2563,2.5563,14231.787561044512,2744,2.7369,694.4022733240157,2762,2.7548,627.7274263219048,3084,3.076,632.5167263434048,6
699eadbf31a30c1a20992f79,cmj,ok,True,,1195,1.1929,5932.790784772971,1337,1.3346,3948.6420810334953,1707,1.7039,13479.76223138878,2463,2.4586,20430.338934227257,2627,2.6223,4071.936120874555,2683,2.6782,4088.8494484085827,6
699eaded31a30c1a20992f7a,cmj,ok,True,,1702,1.6989,5997.523497517216,1839,1.8357,3457.059696707641,2186,2.1821,13437.279618879336,2308,2.3038,12925.171645796905,2757,2.752,624.1908100027701,2818,2.8129,607.6830453884663,6
699eadfd31a30c1a20992f7b,cmj,ok,True,,1581,1.5769,5784.029228341992,1698,1.6936,3554.5151898604568,2049,2.0437,13581.428383676244,2156,2.1504,13019.85220110685,2604,2.5972,631.0906173915108,2661,2.6541,586.0385453461715,6
699eae8e31a30c1a20992f7e,cmj,ok,True,,1903,1.8916,6831.01290344604,2034,2.0218,1600.7115139338637,2347,2.333,17885.86191980388,,,,2476,2.4612,664.0774749324139,2928,2.9105,649.9651681001468,5
699eaec331a30c1a20992f7f,cmj,ok,True,,1997,2.0054,6249.796790564538,2098,2.1068,1930.4954615795318,2378,2.388,19215.43933096701,,,,2547,2.5577,632.5032345016893,3046,3.0588,625.8692369967017,5
699eaed631a30c1a20992f80,cmj,ok,True,,1762,1.7404,6570.387681787251,1896,1.8728,1178.3797024593878,2136,2.1098,20744.790595519997,2873,2.8378,21823.807275207724,3058,3.0205,3375.992029447394,3117,3.0788,3372.2307892520143,6
699eaf7031a30c1a20992f83,cmj,ok,True,,1464,1.4617,7452.694006444332,1596,1.5934,3532.1208871004624,1904,1.901,16854.22810007034,,,,2083,2.0797,765.7803729947149,2347,2.3432,741.3319045103914,5
699eb43d31a30c1a20992f85,cmj,ok,True,,1074,1.0764,7052.083483526617,1186,1.1886,6008.202329265065,1749,1.7529,15549.421089371883,1947,1.9513,13949.294278686863,2055,2.0595,692.3970657187558,2515,2.5205,619.5852126251514,6
699eb45631a30c1a20992f86,cmj,ok,True,,1708,1.7039,6880.705329992981,1872,1.8675,2832.918420979093,2144,2.1389,17896.8208884072,,,,2380,2.3743,671.1901685375934,2842,2.8352,690.932176071504,5
699eb48831a30c1a20992f87,cmj,ok,True,,1744,1.7402,6924.755688742407,1865,1.8609,1774.1290646450193,2087,2.0824,20045.684274292205,,,,2273,2.268,678.4115717607785,2699,2.6931,620.8316698653189,5
699eb53131a30c1a20992f88,cmj,ok,True,,2016,2.0209,6994.038951236933,2137,2.1422,1626.0708149230961,2351,2.3567,20822.721887010724,,,,2515,2.5211,693.3587373082175,2907,2.914,710.1303681553976,5
699ebf6831a30c1a20992f92,cmj,ok,True,,1636,1.6301,7305.195617263397,1663,1.657,7267.524383363594,2241,2.2329,18334.96581257175,2947,2.9364,18908.97916945246,3162,3.1506,4854.564448997628,3193,3.1815,4861.172934976244,6
699ebfac31a30c1a20992f93,cmj,ok,True,,1610,1.6087,7394.9476857825985,1834,1.8325,4374.542049421526,2119,2.1173,17148.583481448935,2226,2.2242,16530.58180197737,2839,2.8367,760.0418556551792,2901,2.8987,732.6950906208048,6
699ebfc531a30c1a20992f94,cmj,ok,True,,1878,1.8731,7396.316284327413,1904,1.8991,7344.745580959383,1976,1.9709,7599.659558792845,2415,2.4087,22663.711218158573,2989,2.9812,763.6720168584101,3048,3.0401,676.9938938164353,6
699ec08e31a30c1a20992f97,cmj,ok,True,,1480,1.4803,5027.168516772527,1681,1.6813,3676.396195868227,2051,2.0514,9971.936278924117,2221,2.2214,9113.144153538271,2327,2.3275,750.9580284409894,2664,2.6645,763.6160502580695,6
699ec09c31a30c1a20992f98,cmj,ok,True,,1768,1.7533,4819.2285882822125,1900,1.8842,2772.906486527705,2190,2.1717,11047.23157448931,2330,2.3106,9741.609016593336,2442,2.4216,737.5855433265774,2799,2.7757,735.2266083976532,6
699ec0ac31a30c1a20992f99,cmj,ok,True,,1555,1.5547,5075.658224555881,1684,1.6837,3358.3289903883415,2027,2.0266,10799.484179314853,2186,2.1856,9576.198167530523,2293,2.2925,776.2961005861742,2663,2.6625,784.3365708633132,6
699ec16231a30c1a20992f9d,cmj,ok,True,,1447,1.4355,7465.6773426716445,1578,1.5655,3671.012623919846,1830,1.8155,18471.58490935423,,,,2000,1.9841,765.2527358163703,2270,2.252,747.3068078659869,5
699ec31b31a30c1a20992f9e,cmj,ok,True,,1376,1.3724,8246.055915537854,1620,1.6158,5586.144065791075,1664,1.6597,5976.55210972249,2101,2.0955,19375.776402294523,2218,2.2122,840.2347833239062,2670,2.6631,811.1030187549786,6
699ec33631a30c1a20992f9f,cmj,ok,True,,1382,1.3798,8153.50681871888,1734,1.7312,5947.5111731356765,2082,2.0787,19139.259191531084,2178,2.1745,18981.62128546461,2296,2.2923,791.8024442707102,2754,2.7496,796.5969101040639,6
699ec37131a30c1a20992fa0,cmj,ok,True,,1439,1.4376,8105.985154658036,1593,1.5914,2085.2895590968283,1808,1.8062,20352.61188655096,1988,1.986,18398.880039286694,2105,2.1029,789.8985463886528,2552,2.5494,813.6357144619101,6
699ec46031a30c1a20992fa6,cmj,ok,True,,1422,1.4192,5653.872314498551,1611,1.6078,2575.9354107505437,1900,1.8962,15977.395804843449,,,,2076,2.0719,824.148474533944,2617,2.6118,772.473908599874,5
699ec48531a30c1a20992fa7,cmj,ok,True,,1422,1.4192,5653.872314498551,1611,1.6078,2575.9354107505437,1900,1.8962,15977.395804843449,,,,2076,2.0719,824.148474533944,2617,2.6118,772.473908599874,5
699ec49431a30c1a20992fa8,cmj,ok,True,,1830,1.8285,5540.480548202083,1995,1.9934,2029.987102686428,2272,2.2702,16303.004443884005,,,,2456,2.454,857.3325436685532,2994,2.9916,836.0172313335725,5
699ec4a731a30c1a20992fa9,cmj,ok,True,,1375,1.3712,5705.272066752551,1595,1.5905,2022.5150174660077,1857,1.8518,16722.34621255873,,,,2055,2.0493,822.5751426768952,2600,2.5927,795.7514620794075,5
699ec78c31a30c1a20992fb0,cmj,ok,True,,1601,1.5984,6421.63389004016,1739,1.7362,3282.234553033273,2031,2.0278,13077.141291927826,2252,2.2484,11878.235015140192,2691,2.6867,653.4679031957595,2747,2.7426,625.9276432845163,6
699ec7e631a30c1a20992fb1,cmj,ok,True,,1601,1.5984,6421.63389004016,1739,1.7362,3282.234553033273,2031,2.0278,13077.141291927826,2252,2.2484,11878.235015140192,2691,2.6867,653.4679031957595,2747,2.7426,625.9276432845163,6
699ec7f631a30c1a20992fb2,cmj,ok,True,,1698,1.6983,6297.69422351771,1834,1.8344,2795.8070556398056,2116,2.1164,13164.74678605786,2330,2.3305,12007.4717498099,2429,2.4295,652.7669369219951,2761,2.7616,656.7317811343469,6
699ed9987d1bd36d26708639,cmj,ok,True,,1580,1.5764,2096.3938990023935,1618,1.6143,499.79861923759034,1664,1.6602,795.5788165609788,1908,1.9036,742.6639704705632,1912,1.9076,737.9100231686276,1973,1.9684,709.8329123116487,6
699ed9b57d1bd36d2670863a,cmj,ok,True,,1533,1.512,4843.804010886899,1720,1.6964,1719.5510687786623,1977,1.9499,10436.303240182764,2217,2.1866,8912.399500769969,2626,2.59,785.4879291599389,2686,2.6492,752.1297347915183,6
699ed9c17d1bd36d2670863b,cmj,ok,True,,1107,1.0997,4984.321992011209,1318,1.3094,2278.420311162277,1630,1.6193,10375.384949129073,1878,1.8657,8943.085902247147,1982,1.969,785.7506958139369,2316,2.3008,755.831175526561,6
699eda5c7d1bd36d2670863e,cmj,ok,True,,1134,1.1342,5805.939315461913,1339,1.3393,3203.399208776052,1875,1.8754,11424.765768468493,2508,2.5085,17882.758627075473,2809,2.8096,3911.2205226237747,2868,2.8686,3908.399651901145,6
699eda6a7d1bd36d2670863f,cmj,ok,True,,1587,1.5864,684.5963971675559,1601,1.6004,574.1686421802412,1915,1.9142,795.9971629215538,2081,2.0802,14719.51061574704,2408,2.407,3466.949948967288,2500,2.499,3468.1725661547475,6
699edaaa7d1bd36d26708640,cmj,ok,True,,1179,1.1762,5748.735105717737,1462,1.4585,3892.537623241675,1808,1.8037,9742.742111988711,2015,2.0102,11418.49220312846,2127,2.1219,870.3120595278451,2523,2.517,862.6159069425227,6
699edab67d1bd36d26708641,cmj,ok,True,,1694,1.691,3279.805275887938,1718,1.7149,964.8326690825478,,,,,,,1721,1.7179,817.9294225402733,2145,2.1411,788.0660942710819,4
699ff6117d1bd36d26708644,cmj,ok,True,,1580,1.5637,7733.589576663855,1736,1.7181,1984.0341522112087,2017,1.9962,15818.024968880834,2171,2.1487,15352.536709243072,2610,2.5831,326.06256071697993,2665,2.6376,296.9207926241852,6
